"trial","subID","cond","dim","resp","corr","acc","rt"
5,872764,"control","shape",1,1,1,1530
6,872764,"control","texture",1,1,1,1280
7,872764,"control","shape",0,0,1,1455
8,872764,"control","texture",0,0,1,1775
9,872764,"control","texture",1,1,1,1309
10,872764,"relational","shape",0,0,1,2216
11,872764,"relational","texture",0,0,1,2139
12,872764,"relational","texture",1,1,1,2291
13,872764,"relational","shape",0,0,1,1963
14,872764,"control","shape",1,1,1,1701
15,872764,"control","shape",0,0,1,1876
16,872764,"control","texture",0,0,1,1303
17,872764,"control","texture",1,1,1,1682
18,872764,"control","texture",1,1,1,1365
19,872764,"control","shape",0,0,1,1498
20,872764,"control","texture",0,0,1,1240
21,872764,"control","shape",1,1,1,1047
22,872764,"control","shape",0,0,1,966
23,872764,"control","texture",1,1,1,1331
24,872764,"relational","texture",0,0,1,1942
25,872764,"relational","texture",1,1,1,2095
26,872764,"relational","shape",1,1,1,2057
27,872764,"relational","texture",0,0,1,2556
1,877168,"relational","texture",0,0,1,2070
2,877168,"relational","texture",1,1,1,2667
3,877168,"relational","shape",1,1,1,2888
4,877168,"relational","texture",0,0,1,2224
5,877168,"control","shape",0,1,0,1266
6,877168,"control","texture",1,1,1,2051
7,877168,"control","shape",0,0,1,1958
8,877168,"control","texture",0,0,1,1924
9,877168,"control","texture",1,1,1,1899
10,877168,"relational","shape",0,0,1,1962
11,877168,"relational","texture",0,0,1,2249
12,877168,"relational","texture",1,1,1,2885
13,877168,"relational","shape",0,0,1,3112
14,877168,"control","shape",0,1,0,1797
15,877168,"control","shape",0,0,0,0
16,877168,"control","texture",0,0,1,2525
17,877168,"control","texture",1,1,1,1477
18,877168,"control","texture",1,1,1,2124
19,877168,"control","shape",0,0,1,1440
20,877168,"control","texture",0,0,1,1445
21,877168,"control","shape",1,1,1,1061
22,877168,"control","shape",0,0,1,1268
23,877168,"control","texture",1,1,1,1723
24,877168,"relational","texture",0,0,1,2545
25,877168,"relational","texture",1,1,1,1991
26,877168,"relational","shape",0,1,0,2265
27,877168,"relational","texture",1,0,0,2250
1,891667,"relational","texture",1,0,0,569
2,891667,"relational","texture",1,1,1,720
3,891667,"relational","shape",0,1,0,749
4,891667,"relational","texture",1,0,0,658
5,891667,"control","shape",1,1,1,668
6,891667,"control","texture",0,1,0,919
7,891667,"control","shape",0,0,1,739
8,891667,"control","texture",1,0,0,682
9,891667,"control","texture",1,1,1,698
10,891667,"relational","shape",0,0,1,958
11,891667,"relational","texture",0,0,1,852
12,891667,"relational","texture",0,1,0,914
13,891667,"relational","shape",1,0,0,785
14,891667,"control","shape",1,1,1,993
15,891667,"control","shape",0,0,1,1029
16,891667,"control","texture",0,0,1,1034
17,891667,"control","texture",1,1,1,909
18,891667,"control","texture",0,1,0,968
19,891667,"control","shape",0,0,1,1352
20,891667,"control","texture",0,0,1,1089
21,891667,"control","shape",1,1,1,833
22,891667,"control","shape",0,0,1,798
23,891667,"control","texture",0,1,0,1031
24,891667,"relational","texture",0,0,1,1106
25,891667,"relational","texture",0,1,0,1327
26,891667,"relational","shape",1,1,1,913
27,891667,"relational","texture",0,0,1,1069
1,898176,"relational","texture",1,0,0,2230
2,898176,"relational","texture",1,1,1,2641
3,898176,"relational","shape",0,1,0,1985
4,898176,"relational","texture",0,0,1,3334
5,898176,"control","shape",1,1,1,1536
6,898176,"control","texture",0,1,0,1963
7,898176,"control","shape",0,0,1,2201
8,898176,"control","texture",0,0,1,1606
9,898176,"control","texture",1,1,1,1590
10,898176,"relational","shape",0,0,1,2190
11,898176,"relational","texture",0,0,0,0
12,898176,"relational","texture",0,1,0,2165
13,898176,"relational","shape",0,0,1,2467
14,898176,"control","shape",1,1,1,1563
15,898176,"control","shape",0,0,1,1164
16,898176,"control","texture",1,0,0,1133
17,898176,"control","texture",1,1,1,1581
18,898176,"control","texture",1,1,1,1710
19,898176,"control","shape",0,0,1,1729
20,898176,"control","texture",0,0,1,1684
21,898176,"control","shape",1,1,1,1240
22,898176,"control","shape",0,0,1,1486
23,898176,"control","texture",0,1,0,1397
24,898176,"relational","texture",1,0,0,1896
25,898176,"relational","texture",0,1,0,1707
26,898176,"relational","shape",0,1,0,1518
27,898176,"relational","texture",1,0,0,2071
1,912447,"relational","texture",0,0,1,2139
2,912447,"relational","texture",0,1,0,2003
3,912447,"relational","shape",0,1,0,2119
4,912447,"relational","texture",1,0,0,2614
5,912447,"control","shape",1,1,1,2344
6,912447,"control","texture",0,1,0,2631
7,912447,"control","shape",0,0,1,2334
8,912447,"control","texture",0,0,1,2761
9,912447,"control","texture",1,1,1,1163
10,912447,"relational","shape",0,0,1,2598
11,912447,"relational","texture",0,0,1,3457
12,912447,"relational","texture",0,1,0,0
13,912447,"relational","shape",0,0,1,2757
14,912447,"control","shape",1,1,1,2187
15,912447,"control","shape",0,0,1,1624
16,912447,"control","texture",0,0,1,1945
17,912447,"control","texture",1,1,1,1619
18,912447,"control","texture",1,1,1,1903
19,912447,"control","shape",0,0,1,1470
20,912447,"control","texture",0,0,1,1266
21,912447,"control","shape",1,1,1,1686
22,912447,"control","shape",0,0,1,1456
23,912447,"control","texture",1,1,1,1414
24,912447,"relational","texture",0,0,1,2432
25,912447,"relational","texture",0,1,0,2802
26,912447,"relational","shape",1,1,1,2390
27,912447,"relational","texture",0,0,1,3059
1,990366,"relational","texture",0,0,1,918
2,990366,"relational","texture",1,1,1,1087
3,990366,"relational","shape",1,1,1,1201
4,990366,"relational","texture",0,0,1,855
5,990366,"control","shape",1,1,1,1291
6,990366,"control","texture",1,1,1,1179
7,990366,"control","shape",0,0,1,846
8,990366,"control","texture",0,0,1,1112
9,990366,"control","texture",1,1,1,1279
10,990366,"relational","shape",0,0,1,958
11,990366,"relational","texture",0,0,1,752
12,990366,"relational","texture",0,1,0,1152
13,990366,"relational","shape",0,0,1,1090
14,990366,"control","shape",1,1,1,1092
15,990366,"control","shape",0,0,1,852
16,990366,"control","texture",0,0,1,983
17,990366,"control","texture",1,1,1,1224
18,990366,"control","texture",1,1,1,895
19,990366,"control","shape",0,0,1,726
20,990366,"control","texture",0,0,1,1241
21,990366,"control","shape",1,1,1,928
22,990366,"control","shape",0,0,1,878
23,990366,"control","texture",0,1,0,1075
24,990366,"relational","texture",0,0,1,1453
25,990366,"relational","texture",0,1,0,1205
26,990366,"relational","shape",0,1,0,1036
27,990366,"relational","texture",1,0,0,1133
